,total_consumption,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,moonphase,conditions_clear,conditions_overcast,conditions_partiallycloudy,conditions_rain,conditions_rainovercast,conditions_rainpartiallycloudy,conditions_snowovercast,conditions_snowpartiallycloudy,conditions_snowrain,conditions_snowrainovercast,conditions_snowrainpartiallycloudy,day_length,is_holiday
2007-12-02,2946.188,325.082,346651.21,12410.8,2090.0,6915.0,10636.0,11.5,7.4,9.9,11.5,4.8,8.8,8.1,88.5,17.059,100,62.5,0.0,0.0,83.0,38.9,221.4,1004.3,84.2,18.5,0.76,False,False,False,False,False,True,False,False,False,False,False,8.554166666666667,False
2007-12-03,1762.06,131.914,347154.61,7438.4,1141.0,299.0,10428.0,10.3,7.6,8.8,10.3,4.2,6.2,5.1,77.6,3.592,100,33.33,0.0,0.0,82.6,32.8,263.1,1004.3,57.2,21.3,0.79,False,False,False,False,False,True,False,False,False,False,False,8.525555555555556,False
2007-12-04,2067.636,145.016,347811.81,8705.0,1012.0,5828.0,8561.0,10.7,6.4,8.8,10.7,4.2,7.5,6.8,87.6,0.466,100,25.0,0.0,0.0,35.3,20.0,238.5,1018.3,82.8,17.5,0.83,False,False,False,False,False,True,False,False,False,False,False,8.498611111111112,False
2007-12-05,2153.12,178.398,347368.15,9141.4,3422.0,295.0,10919.0,12.5,10.0,10.9,12.5,10.0,10.9,9.0,87.9,0.174,100,16.67,0.0,0.0,63.7,27.2,207.3,1017.9,88.6,15.2,0.86,False,False,False,False,False,True,False,False,False,False,False,8.4725,False
2007-12-06,2487.934,161.936,345182.54,10566.6,4751.0,318.0,11908.0,13.0,8.6,10.7,13.0,6.4,9.8,9.0,89.5,2.761,100,29.17,0.0,0.0,53.4,27.2,221.8,1017.3,84.8,12.1,0.89,False,False,False,False,False,True,False,False,False,False,False,8.447777777777778,False
2007-12-07,1769.016,147.64,346566.31,7427.4,459.0,3710.0,10263.0,13.2,6.7,10.7,13.2,3.2,9.5,7.4,80.7,5.914,100,41.67,0.0,0.0,65.8,32.3,254.9,1006.7,82.4,19.5,0.92,False,False,False,False,False,True,False,False,False,False,False,8.424722222222222,False
2007-12-08,2213.404,154.34,344966.3,9371.6,1133.0,2354.0,12283.0,10.7,4.1,6.2,10.7,0.9,3.3,4.8,90.5,9.263,100,37.5,0.0,0.0,57.9,30.3,208.0,1007.1,71.5,19.7,0.96,False,False,False,False,False,True,False,False,False,False,False,8.403055555555556,False
2007-12-09,2274.584,200.936,345477.71,9650.2,4176.0,2428.0,8728.0,10.0,7.5,8.4,10.0,3.9,5.3,5.3,81.2,2.75,100,37.5,0.0,0.0,69.8,31.0,229.5,992.3,78.9,20.2,0.0,False,False,False,False,False,True,False,False,False,False,False,8.3825,False
2007-12-10,1758.754,125.012,348341.52,7451.4,1102.0,278.0,8281.0,8.5,6.7,7.4,4.9,3.2,3.9,5.1,85.4,1.862,100,54.17,0.0,0.0,60.4,26.8,296.2,1005.2,90.4,16.9,0.03,False,False,False,False,True,False,False,False,False,False,False,8.363611111111112,False
2007-12-11,2305.104,133.698,347702.74,9665.6,1050.0,3817.0,12740.0,7.0,2.9,5.2,4.1,0.0,1.8,2.5,83.1,0.894,100,16.67,0.0,0.0,45.4,22.2,334.7,1027.3,60.0,20.4,0.06,False,False,False,False,False,True,False,False,False,False,False,8.346111111111112,False
2007-12-12,1588.062,116.886,349165.91,6611.2,1152.0,254.0,7759.0,6.2,0.7,2.8,3.8,-1.8,0.4,1.1,88.3,0.083,100,4.17,0.0,0.0,26.9,14.0,8.1,1035.4,13.1,12.3,0.1,False,False,False,False,False,False,False,False,True,False,False,8.33,False
2007-12-13,1847.746,111.49,348231.37,7804.2,1103.0,1448.0,8911.0,5.6,0.4,2.4,2.5,-3.1,-1.0,0.9,90.4,0.0,0,0.0,0.0,0.0,31.0,17.5,25.7,1037.6,49.7,5.1,0.13,False,False,True,False,False,False,False,False,False,False,False,8.315555555555555,False
2007-12-14,1974.808,179.55,348459.73,8291.2,980.0,3849.0,12941.0,1.8,0.3,1.1,-1.4,-3.9,-3.0,-0.6,88.5,0.0,0,0.0,0.0,0.0,38.0,19.1,31.3,1035.8,85.9,6.7,0.16,False,False,True,False,False,False,False,False,False,False,False,8.3025,False
2007-12-15,2736.876,157.626,347444.13,11491.2,1706.0,3687.0,14313.0,2.5,-0.5,0.7,-1.8,-5.3,-3.9,-4.4,68.9,0.0,0,0.0,0.0,0.0,40.7,22.0,57.8,1031.5,34.5,16.8,0.2,False,False,True,False,False,False,False,False,False,False,False,8.29111111111111,False
2007-12-16,2762.218,126.938,349466.38,11508.8,3410.0,2281.0,12929.0,1.5,-2.9,-0.7,-2.8,-7.8,-5.1,-4.6,74.8,0.0,0,0.0,0.0,0.0,30.0,18.7,47.0,1032.0,3.5,13.8,0.23,True,False,False,False,False,False,False,False,False,False,False,8.28111111111111,False
2007-12-17,1797.066,105.098,349138.46,7467.6,1636.0,243.0,10567.0,0.4,-1.5,-0.6,-4.3,-6.4,-5.6,-4.5,75.3,0.0,0,0.0,0.0,0.0,42.5,21.0,64.9,1029.4,69.6,10.7,0.25,False,False,True,False,False,False,False,False,False,False,False,8.273055555555555,False
2007-12-18,2623.194,144.08,349833.58,10947.0,1123.0,5810.0,11093.0,0.5,-3.1,-1.6,-3.6,-7.4,-5.5,-5.1,76.8,0.0,0,0.0,0.0,0.0,29.2,15.3,61.2,1031.9,10.1,9.4,0.3,True,False,False,False,False,False,False,False,False,False,False,8.266111111111112,False
2007-12-19,2196.052,109.336,349489.58,9121.6,1233.0,2658.0,11679.0,0.5,-4.4,-2.2,-2.5,-8.4,-5.8,-5.1,81.0,0.0,0,0.0,0.0,0.0,21.1,11.3,88.0,1034.9,8.1,5.7,0.34,True,False,False,False,False,False,False,False,False,False,False,8.260833333333334,False
2007-12-20,1949.758,119.434,350161.83,8083.2,1859.0,276.0,13592.0,2.7,-4.0,-1.2,0.8,-7.2,-4.1,-4.4,79.2,0.0,0,0.0,0.0,0.0,17.9,10.6,83.2,1032.1,2.0,5.8,0.37,True,False,False,False,False,False,False,False,False,False,False,8.257222222222222,False
2007-12-21,1982.576,106.47,349749.55,8227.8,1191.0,200.0,12251.0,4.8,-2.7,0.3,3.1,-5.5,-1.7,-4.1,73.2,0.0,0,0.0,0.0,0.0,16.2,8.8,109.2,1026.4,48.6,7.5,0.41,False,False,True,False,False,False,False,False,False,False,False,8.255277777777778,False
2007-12-22,2611.264,141.314,348689.57,10934.6,3819.0,4550.0,12673.0,7.3,-3.0,1.3,7.3,-4.6,0.7,-3.0,74.5,0.0,0,0.0,0.0,0.0,15.2,7.7,138.3,1025.3,11.0,9.0,0.44,True,False,False,False,False,False,False,False,False,False,False,8.254722222222222,False
2007-12-23,2409.048,176.272,349283.43,10055.2,1971.0,3091.0,11962.0,8.7,-1.9,1.9,8.7,-1.9,1.8,-1.3,80.4,0.0,0,0.0,0.0,0.0,13.0,6.6,354.6,1028.3,17.7,6.1,0.48,True,False,False,False,False,False,False,False,False,False,False,8.25611111111111,False
2007-12-24,2257.848,149.754,349416.61,9431.6,2985.0,2316.0,14350.0,6.2,-2.5,1.1,4.7,-4.5,-0.2,-1.7,82.0,0.0,0,0.0,0.0,0.0,24.8,13.2,172.3,1027.6,18.5,5.1,0.5,True,False,False,False,False,False,False,False,False,False,False,8.258611111111112,False
2007-12-25,2694.968,151.812,349892.45,11219.0,4588.0,3368.0,9084.0,4.1,0.1,2.1,2.2,-3.5,-0.9,-1.6,76.4,0.154,100,4.17,0.0,0.0,29.1,15.2,175.9,1020.5,60.8,11.1,0.55,False,False,False,False,False,True,False,False,False,False,False,8.263055555555555,True
2007-12-26,2580.28,140.314,349045.05,10693.6,1109.0,2773.0,9480.0,4.4,0.7,3.0,4.4,-2.4,0.7,2.3,95.6,0.247,100,12.5,0.0,0.0,27.6,11.8,219.4,1026.9,98.6,2.5,0.58,False,False,False,False,False,False,False,False,False,True,False,8.269166666666667,False
2007-12-27,2532.198,190.582,348640.72,10650.0,4122.0,1490.0,7960.0,6.5,2.9,4.9,4.8,0.2,2.9,4.5,97.1,0.176,100,8.33,0.0,0.0,24.4,12.0,191.2,1032.0,100.0,1.9,0.61,False,False,False,False,True,False,False,False,False,False,False,8.276666666666667,False
2007-12-28,3113.052,206.8,348889.65,13004.0,1980.0,8554.0,15823.0,6.3,4.2,5.1,4.3,0.9,2.2,4.6,96.3,0.0,0,0.0,0.0,0.0,34.6,20.1,189.7,1028.4,99.9,4.4,0.64,False,True,False,False,False,False,False,False,False,False,False,8.285833333333333,False
2007-12-29,3298.956,199.892,346392.96,13766.4,4836.0,2434.0,14906.0,8.8,5.0,6.3,6.6,0.9,3.0,4.8,90.4,0.699,100,12.5,0.0,0.0,51.2,23.7,212.4,1019.5,73.4,16.8,0.68,False,False,False,False,False,True,False,False,False,False,False,8.296388888888888,False
2007-12-30,2558.916,178.436,348622.81,10750.6,3595.0,3597.0,13485.0,8.4,4.1,5.9,6.6,1.1,3.8,4.4,90.2,0.228,100,8.33,0.0,0.0,32.1,18.4,270.0,1026.4,79.1,14.9,0.71,False,False,False,False,False,True,False,False,False,False,False,8.30861111111111,False
2007-12-31,2216.542,145.536,347176.5,9295.2,0.0,3457.0,14071.0,7.0,4.5,5.5,7.0,3.2,4.9,4.4,92.8,0.0,0,0.0,0.0,0.0,15.5,7.7,227.8,1029.7,92.2,7.1,0.75,False,True,False,False,False,False,False,False,False,False,False,8.3225,False
2008-01-01,2759.738,142.508,347092.81,11489.2,2461.0,2739.0,12355.0,5.6,-0.1,4.1,5.0,-4.2,2.6,3.2,94.4,0.062,100,12.5,0.0,0.0,29.1,13.5,137.0,1023.6,97.6,3.4,0.77,False,False,False,False,True,False,False,False,False,False,False,8.337777777777777,True
2008-01-02,1644.106,111.666,349081.13,6869.4,0.0,3094.0,8987.0,1.8,-1.2,0.3,-2.0,-5.4,-4.1,-2.4,82.6,0.0,0,0.0,0.0,0.0,35.3,22.2,91.6,1013.5,75.8,9.3,0.8,False,False,True,False,False,False,False,False,False,False,False,8.354444444444445,False
2008-01-03,1510.108,121.182,350031.54,6338.4,1130.0,846.0,6671.0,4.3,-1.8,1.5,1.9,-5.5,-1.6,0.0,89.6,0.135,100,8.33,0.0,0.0,23.3,12.7,94.1,999.7,84.1,7.4,0.84,False,False,False,False,False,False,False,False,False,False,True,8.372777777777777,False
2008-01-04,2291.852,136.706,347433.67,9669.8,1241.0,5326.0,11752.0,9.7,4.2,7.2,7.1,2.2,4.7,5.2,87.5,0.49,100,25.0,0.0,0.0,52.8,24.8,165.2,1004.5,95.2,16.1,0.87,False,False,False,False,True,False,False,False,False,False,False,8.3925,False
2008-01-05,2183.248,129.464,343905.04,9283.4,2113.0,286.0,14591.0,9.4,6.1,8.3,6.8,3.2,5.4,6.6,89.2,6.665,100,41.67,0.0,0.0,64.7,32.4,205.0,1004.9,89.8,16.2,0.9,False,False,False,False,False,True,False,False,False,False,False,8.41388888888889,False
2008-01-06,1825.184,116.958,344746.5,7761.8,1966.0,2445.0,7824.0,8.8,4.5,7.1,8.2,2.0,4.9,5.6,90.1,0.519,100,16.67,0.0,0.0,31.7,17.8,216.8,1012.1,74.5,17.8,0.93,False,False,False,False,False,True,False,False,False,False,False,8.436111111111112,False
2008-01-07,1695.814,116.172,346671.27,7078.0,1288.0,282.0,10294.0,11.8,7.3,9.2,11.8,4.6,7.4,5.6,78.5,2.664,100,16.67,0.0,0.0,50.6,24.5,238.2,1016.8,44.8,16.3,0.97,False,False,False,False,False,True,False,False,False,False,False,8.460277777777778,False
2008-01-08,2043.55,127.452,346783.4,8625.6,2197.0,3511.0,9793.0,7.0,4.7,5.5,5.1,1.3,2.8,4.6,93.9,0.0,0,0.0,0.0,0.0,32.1,16.5,188.7,1020.2,75.7,10.1,0.0,False,False,True,False,False,False,False,False,False,False,False,8.485555555555555,False
2008-01-09,1788.44,125.336,347412.44,7534.0,1162.0,284.0,8963.0,9.5,5.2,7.2,7.0,2.7,4.7,4.8,85.1,0.53,100,12.5,0.0,0.0,37.4,19.1,215.7,1015.4,83.3,17.1,0.03,False,False,False,False,False,True,False,False,False,False,False,8.5125,False
2008-01-10,1894.076,120.504,346762.28,8056.2,1307.0,285.0,9992.0,10.9,3.8,7.3,10.9,0.1,5.3,5.7,89.8,0.17,100,8.33,0.0,0.0,55.2,26.1,190.2,1013.3,78.6,15.4,0.07,False,False,False,False,False,True,False,False,False,False,False,8.540555555555555,False
2008-01-11,1705.818,95.484,346190.47,7147.4,1261.0,290.0,7997.0,10.8,7.6,9.3,10.8,3.7,6.9,6.5,82.5,1.427,100,20.83,0.0,0.0,59.8,30.4,186.0,1000.1,88.4,19.7,0.11,False,False,False,False,False,True,False,False,False,False,False,8.569722222222222,False
2008-01-12,2871.408,162.724,345542.66,12274.4,5594.0,2621.0,11116.0,8.6,4.5,6.4,5.9,1.0,3.2,2.2,74.7,0.008,100,8.33,0.0,0.0,47.4,25.0,239.5,1009.8,56.0,28.2,0.14,False,False,False,False,False,True,False,False,False,False,False,8.600555555555555,False
2008-01-13,2881.656,144.278,345001.97,12158.6,6505.0,340.0,9362.0,8.6,4.5,6.0,5.9,1.1,2.9,2.7,79.6,0.087,100,4.17,0.0,0.0,38.3,20.4,158.6,1011.7,73.0,27.7,0.18,False,False,False,False,False,True,False,False,False,False,False,8.632222222222222,False
2008-01-14,2024.932,120.11,346030.57,8661.0,5918.0,339.0,9738.0,9.6,4.9,7.3,6.7,1.6,4.1,4.0,80.1,0.534,100,25.0,0.0,0.0,55.9,26.9,194.0,1006.2,78.0,25.8,0.21,False,False,False,False,False,True,False,False,False,False,False,8.665277777777778,False
2008-01-15,2686.912,113.144,346621.66,11363.4,782.0,6883.0,14512.0,9.0,7.6,8.3,5.4,3.3,4.4,6.1,86.1,2.072,100,25.0,0.0,0.0,83.5,41.5,191.2,998.9,97.1,20.5,0.25,False,False,False,False,True,False,False,False,False,False,False,8.699444444444444,False
2008-01-16,2135.852,128.93,346207.89,9100.2,1162.0,3430.0,9391.0,8.4,5.4,6.8,6.4,2.8,4.2,5.2,89.6,8.991,100,45.83,0.0,0.0,71.0,32.4,208.1,996.3,86.1,19.0,0.28,False,False,False,False,False,True,False,False,False,False,False,8.735,False
2008-01-17,1572.282,116.718,347944.31,6688.8,1007.0,350.0,8657.0,10.8,5.2,7.8,10.8,3.4,5.6,6.7,92.6,0.245,100,16.67,0.0,0.0,50.3,30.9,207.7,1008.1,87.3,16.0,0.32,False,False,False,False,False,True,False,False,False,False,False,8.77111111111111,False
2008-01-18,2186.988,119.29,345503.42,9262.4,1034.0,846.0,14983.0,12.4,7.5,10.2,12.4,4.9,9.0,8.5,89.0,0.804,100,16.67,0.0,0.0,44.2,21.5,225.4,1018.3,88.3,17.1,0.35,False,False,False,False,False,True,False,False,False,False,False,8.80888888888889,False
2008-01-19,1980.306,134.982,345032.53,8393.6,2521.0,6054.0,8015.0,14.3,11.7,12.6,14.3,11.7,12.6,9.4,81.0,0.0,0,0.0,0.0,0.0,42.9,23.3,228.0,1026.7,91.8,23.5,0.39,False,True,False,False,False,False,False,False,False,False,False,8.8475,False
2008-01-20,1740.368,138.614,345520.14,7414.4,1775.0,380.0,4940.0,12.9,10.5,11.7,12.9,10.5,11.7,7.0,73.1,0.0,0,0.0,0.0,0.0,31.4,17.0,224.7,1028.0,92.5,27.0,0.43,False,True,False,False,False,False,False,False,False,False,False,8.886944444444444,False
2008-01-21,1858.998,122.4,344973.24,7947.4,0.0,376.0,10447.0,11.3,9.2,10.1,11.3,6.3,9.1,6.2,77.2,0.184,100,16.67,0.0,0.0,49.6,27.4,226.4,1020.7,95.0,19.3,0.46,False,False,False,False,True,False,False,False,False,False,False,8.9275,False
2008-01-22,2325.018,143.462,345736.48,9977.4,4670.0,7640.0,7552.0,11.4,2.6,7.4,11.4,2.6,5.6,2.8,73.0,1.816,100,20.83,0.0,0.0,73.2,33.3,293.0,1023.3,72.8,22.3,0.5,False,False,False,False,False,True,False,False,False,False,False,8.969166666666666,False
2008-01-23,1882.308,107.984,346906.15,7949.2,1116.0,387.0,13359.0,10.9,2.6,6.7,10.9,0.7,4.9,3.6,80.5,0.0,0,0.0,0.0,0.0,26.9,13.5,188.2,1030.8,80.2,20.6,0.53,False,False,True,False,False,False,False,False,False,False,False,9.011666666666667,False
2008-01-24,1645.022,104.306,346722.09,7038.6,1107.0,320.0,5935.0,9.9,6.6,8.0,8.6,4.5,6.1,4.6,79.6,0.269,100,4.17,0.0,0.0,31.2,23.9,248.2,1030.4,88.5,18.3,0.56,False,False,False,False,False,True,False,False,False,False,False,9.054722222222223,False
2008-01-25,2239.856,119.626,346615.84,9423.4,0.0,2421.0,11409.0,9.3,1.6,4.9,7.9,-0.7,3.7,1.6,80.5,0.0,0,0.0,0.0,0.0,21.8,12.1,255.5,1040.4,38.5,17.1,0.59,False,False,True,False,False,False,False,False,False,False,False,9.099166666666667,False
2008-01-26,2834.988,168.422,345254.7,12048.0,4925.0,311.0,15606.0,9.0,0.9,3.7,7.6,-1.1,2.6,1.1,83.8,0.0,0,0.0,0.0,0.0,25.9,10.3,217.4,1038.5,50.8,14.7,0.62,False,False,True,False,False,False,False,False,False,False,False,9.144166666666667,False
2008-01-27,2381.766,140.758,347477.29,10058.2,3725.0,3818.0,7367.0,10.6,-1.7,3.4,10.6,-4.1,2.5,-3.1,65.7,0.0,0,0.0,0.0,0.0,19.1,11.0,237.8,1035.7,48.8,19.5,0.66,False,False,True,False,False,False,False,False,False,False,False,9.19,False
2008-01-28,2308.196,107.836,346272.16,9748.2,1142.0,280.0,12792.0,7.2,0.7,3.4,7.2,-1.3,2.3,1.1,85.3,0.0,0,0.0,0.0,0.0,17.5,9.1,60.6,1034.2,74.8,7.0,0.69,False,False,True,False,False,False,False,False,False,False,False,9.23638888888889,False
2008-01-29,2676.024,117.176,346497.27,11292.8,1487.0,6199.0,11077.0,4.5,1.0,2.5,3.6,-1.6,1.2,0.9,89.0,0.0,0,0.0,0.0,0.0,22.1,12.6,78.3,1028.7,98.9,4.1,0.72,False,True,False,False,False,False,False,False,False,False,False,9.283888888888889,False
2008-01-30,1640.646,116.47,347925.1,6950.0,0.0,261.0,7261.0,4.6,0.6,2.5,1.5,-2.1,-0.3,1.3,91.5,1.455,100,12.5,0.0,0.0,42.3,20.9,274.3,1027.1,78.1,8.4,0.75,False,False,False,False,False,True,False,False,False,False,False,9.331666666666667,False
2008-01-31,1953.922,137.576,348315.48,8342.4,1165.0,267.0,9437.0,6.4,-0.7,2.7,1.5,-4.5,-1.4,0.9,87.8,0.795,100,4.17,0.0,0.0,70.2,34.7,203.0,1019.7,72.8,14.6,0.79,False,False,False,False,False,True,False,False,False,False,False,9.380555555555556,False
2008-02-01,1534.652,179.25,346118.79,6505.4,336.0,280.0,7241.0,7.3,3.2,5.4,5.3,0.0,2.4,4.3,93.0,19.664,100,58.33,0.0,0.0,73.2,32.7,241.8,1003.5,90.4,14.6,0.82,False,False,False,False,True,False,False,False,False,False,False,9.43,False
2008-02-02,2936.034,230.968,345778.05,12446.6,6247.0,2764.0,15188.0,6.8,-0.3,3.1,4.6,-3.2,0.2,-0.4,79.2,0.074,100,4.17,0.0,0.0,31.6,14.5,244.7,1016.9,18.5,26.4,0.85,False,False,False,False,False,False,False,False,True,False,False,9.479722222222222,False
2008-02-03,2084.568,153.708,346090.64,8835.4,2319.0,4435.0,8452.0,8.8,-0.9,3.3,5.4,-4.8,-0.3,-1.1,74.6,0.0,0,0.0,0.0,0.0,55.7,28.3,155.8,1009.0,58.4,19.7,0.88,False,False,True,False,False,False,False,False,False,False,False,9.530555555555555,False
2008-02-04,1628.138,104.034,345967.5,6879.2,1161.0,252.0,9531.0,7.4,4.0,6.3,4.2,1.0,3.1,4.0,85.6,2.596,100,29.17,0.0,0.0,61.2,28.6,206.4,1003.9,75.7,20.3,0.91,False,False,False,False,False,True,False,False,False,False,False,9.581666666666667,False
2008-02-05,2472.456,152.786,347006.76,10383.2,1098.0,7803.0,13717.0,11.1,4.1,8.3,11.1,0.3,6.0,6.7,89.5,2.907,100,50.0,0.0,0.0,67.1,31.9,199.5,1011.7,96.4,15.9,0.95,False,False,False,False,True,False,False,False,False,False,False,9.633333333333333,False
2008-02-06,1669.54,114.26,343315.75,7104.4,2114.0,356.0,8428.0,11.9,4.8,9.7,11.9,3.1,8.6,5.5,75.7,6.183,100,33.33,0.0,0.0,65.6,30.1,261.9,1024.1,60.5,24.2,0.98,False,False,False,False,False,True,False,False,False,False,False,9.685555555555556,False
2008-02-07,1518.31,108.706,347141.59,6392.6,0.0,295.0,8089.0,11.7,1.7,6.0,11.7,0.3,5.3,2.6,80.7,0.0,0,0.0,0.0,0.0,16.5,10.1,140.1,1035.8,23.0,15.3,0.0,False,False,True,False,False,False,False,False,False,False,False,9.738333333333333,False
2008-02-08,1950.564,119.094,346223.69,8276.0,940.0,1921.0,9563.0,12.5,1.6,6.4,12.5,-0.3,5.0,0.3,67.9,0.0,0,0.0,0.0,0.0,22.4,11.4,109.5,1033.2,7.4,15.6,0.05,True,False,False,False,False,False,False,False,False,False,False,9.791666666666666,False
2008-02-09,2102.276,144.528,348140.89,8769.6,2050.0,2838.0,10293.0,12.6,2.9,7.0,12.6,0.6,5.6,-1.8,54.5,0.0,0,0.0,0.0,0.0,21.9,12.1,96.9,1031.3,17.4,23.5,0.08,True,False,False,False,False,False,False,False,False,False,False,9.845277777777778,False
2008-02-10,2184.714,151.736,347436.29,9211.4,2562.0,2955.0,10128.0,11.7,1.7,6.7,11.7,-0.7,5.8,-1.2,57.6,0.0,0,0.0,0.0,0.0,18.4,10.6,55.7,1031.7,1.8,21.1,0.12,True,False,False,False,False,False,False,False,False,False,False,9.899444444444445,False
2008-02-11,1692.016,102.246,348036.76,7101.8,1018.0,297.0,8930.0,11.8,2.8,7.2,11.8,0.8,5.6,0.4,63.6,0.0,0,0.0,0.0,0.0,29.2,17.4,71.6,1031.0,17.0,21.2,0.15,True,False,False,False,False,False,False,False,False,False,False,9.953888888888889,False
2008-02-12,1987.798,130.946,344893.18,8419.8,2009.0,1856.0,12138.0,11.6,2.5,7.0,11.6,0.6,5.6,0.4,63.8,0.0,0,0.0,0.0,0.0,25.5,15.5,49.1,1031.8,8.3,15.5,0.19,True,False,False,False,False,False,False,False,False,False,False,10.008888888888889,False
2008-02-13,1900.498,128.478,347332.46,8035.4,2530.0,3615.0,7568.0,11.0,2.6,6.5,11.0,0.3,5.2,1.8,72.9,0.0,0,0.0,0.0,0.0,24.4,14.4,48.1,1032.5,0.0,10.5,0.23,True,False,False,False,False,False,False,False,False,False,False,10.064166666666667,False
2008-02-14,1604.622,113.646,346701.34,6744.6,1300.0,291.0,9299.0,6.3,0.7,2.8,3.5,-3.1,-0.2,0.2,83.3,0.0,0,0.0,0.0,0.0,29.1,16.4,22.5,1033.1,21.7,4.1,0.25,False,False,True,False,False,False,False,False,False,False,False,10.12,False
2008-02-15,2005.208,107.952,348322.47,8325.0,1109.0,1723.0,13417.0,2.1,-0.2,0.9,-2.2,-4.6,-3.3,-1.0,87.9,0.0,0,0.0,0.0,0.0,34.3,20.7,38.6,1033.4,83.3,4.8,0.3,False,False,True,False,False,False,False,False,False,False,False,10.175555555555556,False
2008-02-16,2346.948,138.994,347166.08,9927.2,1076.0,2360.0,11599.0,6.1,-1.5,2.0,2.8,-6.4,-2.1,-5.9,57.8,0.0,0,0.0,0.0,0.0,32.8,20.6,55.3,1037.0,1.0,19.2,0.33,True,False,False,False,False,False,False,False,False,False,False,10.232222222222223,False
2008-02-17,1933.368,120.07600000000001,349156.56,8142.4,3182.0,2257.0,6049.0,8.0,-1.6,2.5,6.0,-5.8,-0.4,-6.4,52.4,0.0,0,0.0,0.0,0.0,25.7,14.7,87.2,1036.9,0.0,20.8,0.37,True,False,False,False,False,False,False,False,False,False,False,10.288611111111111,False
2008-02-18,1514.404,101.972,348572.06,6301.8,0.0,251.0,10345.0,10.7,-0.9,4.3,10.7,-3.8,2.7,-2.3,63.3,0.0,0,0.0,0.0,0.0,27.7,14.8,84.9,1031.4,0.0,10.1,0.4,True,False,False,False,False,False,False,False,False,False,False,10.345555555555556,False
2008-02-19,2126.916,137.568,347054.59,8956.4,1881.0,4711.0,11200.0,10.4,1.2,5.7,10.4,-1.5,4.4,-1.7,59.2,0.0,0,0.0,0.0,0.0,20.0,10.8,105.5,1022.7,21.6,11.6,0.44,False,False,True,False,False,False,False,False,False,False,False,10.402777777777779,False
2008-02-20,2253.79,190.268,348004.35,9516.0,3655.0,5516.0,7704.0,9.2,6.5,8.0,9.1,4.8,7.0,6.4,89.8,1.239,100,37.5,0.0,0.0,18.2,10.9,193.0,1019.6,97.7,5.9,0.48,False,False,False,False,True,False,False,False,False,False,False,10.46,False
2008-02-21,1633.85,112.274,346680.56,6895.4,0.0,307.0,8523.0,10.1,6.5,8.7,10.1,4.6,7.1,6.6,86.7,0.0,0,0.0,0.0,0.0,27.1,14.7,237.9,1026.0,93.6,5.3,0.5,False,True,False,False,False,False,False,False,False,False,False,10.518055555555556,False
2008-02-22,1732.564,121.688,347667.5,7279.6,1167.0,1985.0,10101.0,13.1,7.2,10.0,13.1,5.6,9.1,6.7,80.9,0.0,0,0.0,0.0,0.0,40.9,20.5,242.4,1028.7,86.0,14.6,0.54,False,False,True,False,False,False,False,False,False,False,False,10.575833333333334,False
2008-02-23,1833.97,132.504,344649.26,7781.8,1684.0,2250.0,10040.0,12.4,6.4,9.5,12.4,6.4,9.0,6.2,80.3,0.0,0,0.0,0.0,0.0,25.9,14.9,230.0,1028.9,75.1,24.6,0.57,False,False,True,False,False,False,False,False,False,False,False,10.633888888888889,False
2008-02-24,1263.008,107.332,346144.03,5240.0,754.0,332.0,11447.0,16.2,2.8,9.3,16.2,2.4,8.9,5.6,79.9,0.0,0,0.0,0.0,0.0,38.4,17.7,191.7,1020.4,27.5,8.9,0.61,False,False,True,False,False,False,False,False,False,False,False,10.691944444444445,False
2008-02-25,504.488,91.72,345277.45,2096.0,0.0,321.0,1856.0,12.2,9.7,10.8,12.2,8.1,10.5,8.7,87.2,1.284,100,16.67,0.0,0.0,29.1,15.7,205.7,1021.2,90.4,7.7,0.64,False,False,False,False,True,False,False,False,False,False,False,10.750555555555556,False
2008-02-26,507.12,84.59,344927.99,2101.0,0.0,295.0,2013.0,11.2,7.0,9.5,11.2,4.2,7.8,7.3,86.3,2.741,100,29.17,0.0,0.0,53.4,27.0,216.9,1013.7,76.2,11.6,0.67,False,False,False,False,False,True,False,False,False,False,False,10.809166666666666,False
2008-02-27,566.72,86.168,344957.79,2353.2,0.0,326.0,2969.0,11.0,4.2,7.4,11.0,2.1,6.2,3.7,78.1,0.0,0,0.0,0.0,0.0,27.9,13.1,245.2,1019.7,61.3,16.3,0.7,False,False,True,False,False,False,False,False,False,False,False,10.868055555555555,False
2008-02-28,509.18399999999997,83.248,345318.15,2112.4,0.0,281.0,2028.0,12.7,6.8,9.5,12.7,5.0,8.7,8.3,91.8,0.617,100,29.17,0.0,0.0,29.1,14.6,189.9,1020.0,97.8,9.7,0.73,False,False,False,False,True,False,False,False,False,False,False,10.926944444444445,False
2008-02-29,1333.348,88.948,342775.43,5576.6,0.0,3773.0,8062.0,11.8,9.2,10.9,11.8,6.9,10.7,8.5,85.1,0.484,100,12.5,0.0,0.0,47.7,27.8,241.6,1018.1,96.3,17.8,0.75,False,False,False,False,True,False,False,False,False,False,False,10.98611111111111,False
